0.664014 0.663019
0.631005 0.340849
0.359822 0.685543
0.682225 0.697391
0.15873 0.64099
0.140123 0.603914
0.622007 0.621067
0.159439 0.32145
0.151991 0.701472
0.841898 0.647228
0.868952 0.320832
0.150911 0.650243
0.33634 0.631886
0.666834 0.368199
0.365752 0.648251
0.15626 0.794278
0.830952 0.651652
0.700743 0.705774
0.121915 0.898577
0.351284 0.368494
0.649424 0.654471
0.639497 0.393955
0.645505 0.624327
0.669812 0.652481
0.367247 0.365643
0.123894 0.640593
0.15747 0.621599
0.202742 0.841114
0.849239 0.59795
0.15393 0.833388
0.868409 0.395254
0.342997 0.645608
0.662308 0.357116
0.870418 0.410856
0.842088 0.651791
0.385987 0.37824
0.161695 0.342555
0.831141 0.631818
0.319409 0.371959
0.168615 0.666022
0.138522 0.384839
0.85453 0.607827
0.113267 0.633464
0.389602 0.665849
0.341281 0.366332
0.178378 0.301686
0.317178 0.628459
0.379847 0.32859
0.195579 0.85366
0.827142 0.636613
0.694762 0.665941
0.882637 0.616083
0.362116 0.343951
0.354753 0.361224
0.851191 0.678346
0.342 0.604215
0.385375 0.662097
0.116912 0.685802
0.155068 0.864442
0.403658 0.593168
0.0900692 0.846516
0.159154 0.655852
0.369518 0.626471
0.639991 0.357588
0.653776 0.333644
0.684585 0.361196
0.159784 0.847673
0.68082 0.359109
0.153169 0.837761
0.350624 0.637839
0.177309 0.36747
0.664011 0.630251
0.195099 0.383875
0.356971 0.633596
0.158702 0.868993
0.123092 0.324682
0.634302 0.330127
0.650916 0.624758
0.338756 0.687579
0.107805 0.845583
0.153019 0.336002
0.116509 0.665173
0.871659 0.354031
0.638346 0.617323
0.349973 0.618819
0.669885 0.378812
0.651334 0.312244
0.352405 0.620698
0.645081 0.367087
0.612243 0.616483
0.663498 0.333634
0.643692 0.650869
0.121937 0.318534
0.341593 0.305192
0.15752 0.649949
0.659427 0.310378
0.254422 0.639248
0.844053 0.717561
0.641875 0.373191
0.333203 0.339316
0.319081 0.346791
0.162148 0.832984
0.852561 0.657231
0.320636 0.647514
0.820004 0.384962
0.145522 0.335502
0.305999 0.366447
0.163592 0.835747
0.163157 0.827837
0.64389 0.66778
0.168086 0.356774
0.656572 0.63651
0.661613 0.32824
0.132341 0.706372
0.865773 0.641647
0.160464 0.870725
0.358163 0.639444
0.635354 0.622934
0.831284 0.648413
0.879275 0.367726
0.625524 0.645875
0.353363 0.633993
0.173391 0.64987
0.670723 0.332858
0.191551 0.613165
0.338227 0.586667
0.83103 0.348283
0.691695 0.647495
0.125173 0.657157
0.11827 0.611333
0.617271 0.607313
0.867862 0.364795
0.886485 0.682964
0.86909 0.401975
0.150322 0.388628
0.282261 0.6426
0.890585 0.619791
0.116587 0.6148
0.8062 0.640417
0.627765 0.314374
0.315109 0.637348
0.161175 0.326891
0.861702 0.320863
0.641724 0.615762
0.879841 0.639341
0.678515 0.649708
0.352629 0.643448
0.724126 0.320401
0.159499 0.920821
0.140982 0.619254
