0.856614 0.153718 0.842447
0.847081 0.639761 0.355321
0.641228 0.14735 0.847742
0.141844 0.856147 0.354292
0.849883 0.652435 0.353296
0.647266 0.141041 0.853738
0.656055 0.149182 0.855575
0.155824 0.850807 0.343925
0.852494 0.160472 0.852066
0.145757 0.847439 0.343902
0.845307 0.159201 0.843804
0.840491 0.153861 0.85543
0.156739 0.854143 0.357285
0.152196 0.849172 0.354939
0.857195 0.150121 0.85152
0.15598 0.846727 0.356129
0.141258 0.85248 0.354508
0.855145 0.153109 0.847222
0.841818 0.15471 0.853658
0.657485 0.149003 0.854361
0.645444 0.147815 0.8527
0.165992 0.846452 0.350296
0.850072 0.645753 0.345482
0.849413 0.653919 0.357762
0.847197 0.154612 0.837902
0.842765 0.659968 0.349757
0.148222 0.84999 0.342596
0.85544 0.144978 0.844022
0.65461 0.157842 0.862567
0.847708 0.64114 0.356022
0.650908 0.161716 0.848221
0.848754 0.153293 0.843909
0.14947 0.853109 0.353045
0.848451 0.656439 0.347613
0.854804 0.145976 0.84666
0.858675 0.646223 0.351465
0.146332 0.862578 0.347774
0.649614 0.145603 0.85606
0.154163 0.847781 0.34478
0.651169 0.150675 0.841661
0.851841 0.149912 0.85501
0.845325 0.145649 0.845435
0.650473 0.14929 0.85189
0.840289 0.160839 0.85108
0.853645 0.145725 0.853496
0.149345 0.844486 0.354432
0.648143 0.14938 0.849219
0.157902 0.855948 0.351748
0.858498 0.654665 0.343501
0.64866 0.160465 0.84117
0.144253 0.850524 0.354459
0.84267 0.150544 0.851063
0.649032 0.141881 0.860335
0.151808 0.846151 0.34805
0.848587 0.153503 0.841402
0.656685 0.142552 0.842485
0.847591 0.149129 0.848755
0.144464 0.849345 0.339156
0.839902 0.650513 0.350572
0.15872 0.850667 0.353625
0.645235 0.158153 0.838071
0.846295 0.14836 0.853071
0.860822 0.64662 0.345369
0.142751 0.837229 0.359289
0.656752 0.14952 0.846528
0.142749 0.849738 0.341512
0.649368 0.159829 0.840859
0.649935 0.141312 0.86246
0.153908 0.838156 0.349161
0.853333 0.152005 0.853176
0.648398 0.155408 0.848596
0.647417 0.145894 0.85776
0.853351 0.15331 0.848679
0.132651 0.850567 0.355602
0.151344 0.844364 0.358656
0.849155 0.151184 0.852992
0.656652 0.145538 0.853791
0.658527 0.140558 0.849432
0.840989 0.648156 0.35353
0.854783 0.153269 0.850206
0.848239 0.653095 0.350526
0.647233 0.14638 0.841504
0.852692 0.151134 0.850504
0.644488 0.142902 0.850805
0.862894 0.153266 0.846004
0.839266 0.152156 0.854567
0.843251 0.146356 0.844544
0.839621 0.145518 0.848059
0.646859 0.150416 0.851051
0.654841 0.143341 0.846298
0.843057 0.152747 0.84668
0.851689 0.655445 0.351632
0.150695 0.858352 0.346031
0.848925 0.160287 0.850304
0.6506 0.148029 0.842535
0.849443 0.650477 0.340618
0.65688 0.152668 0.843581
0.150493 0.856523 0.349138
0.858984 0.644486 0.355873
0.145522 0.858972 0.334848
0.157375 0.843758 0.34776
0.838166 0.144973 0.8626
0.832242 0.659279 0.344844
0.842763 0.151247 0.861711
0.847272 0.638731 0.345815
0.65601 0.148939 0.852787
0.84939 0.654913 0.338594
0.654147 0.148902 0.842513
0.156185 0.855375 0.349985
0.853867 0.652018 0.348867
0.863689 0.650626 0.352569
0.84757 0.645554 0.350368
0.648103 0.153317 0.848335
0.149327 0.852386 0.353843
0.855405 0.657666 0.350685
0.848272 0.142347 0.841258
0.844454 0.151618 0.848498
0.648226 0.15379 0.848979
0.145789 0.852787 0.333826
0.137674 0.852371 0.358895
0.151511 0.856384 0.353211
0.845515 0.652942 0.345198
0.855193 0.150306 0.841531
0.856376 0.637379 0.347824
0.84784 0.150441 0.850701
0.838672 0.148522 0.841466
0.849027 0.14493 0.857017
0.846392 0.650524 0.337613
0.853169 0.645288 0.357119
0.145301 0.848352 0.348572
0.841099 0.153536 0.840789
0.642176 0.15573 0.858988
0.858431 0.151416 0.854487
0.149905 0.850306 0.34049
0.153336 0.857691 0.34877
0.85407 0.645678 0.356839
0.84536 0.64904 0.350004
0.845063 0.145703 0.853338
0.658212 0.141524 0.856107
0.648017 0.148841 0.844343
0.655345 0.141645 0.85975
0.853971 0.14172 0.859598
0.145025 0.843103 0.351289
0.838199 0.651824 0.354223
0.851327 0.64976 0.350298
0.85419 0.647997 0.353763
0.656276 0.14423 0.849126
0.854892 0.164942 0.853158
0.852884 0.656202 0.345023
0.1539 0.851674 0.359675
0.147779 0.852843 0.337486
0.854048 0.654386 0.339803
0.151495 0.844673 0.345048
0.165049 0.84865 0.346509
0.149132 0.85402 0.350383
0.857054 0.661732 0.348065
0.140207 0.850524 0.353039
0.151537 0.850181 0.356845
0.65157 0.144929 0.854995
0.855586 0.147318 0.845397
0.64956 0.150902 0.854098
0.868466 0.643576 0.357245
0.853688 0.154423 0.84317
0.149666 0.860577 0.357657
0.151033 0.853666 0.350834
0.64814 0.148488 0.847325
0.153196 0.840013 0.347873
0.153871 0.844847 0.364011
0.86024 0.154442 0.849461
0.148252 0.851183 0.340391
0.14996 0.846283 0.351596
0.845962 0.643494 0.35108
0.645431 0.153175 0.865358
0.647115 0.152032 0.835301
0.857184 0.155265 0.851399
0.850394 0.650339 0.360339
0.849667 0.648042 0.348846
0.662599 0.15087 0.847844
0.634808 0.138725 0.852383
0.839033 0.645826 0.352087
0.64506 0.15191 0.859179
0.159026 0.855052 0.348676
0.847342 0.152777 0.852526
0.654321 0.1456 0.856865
0.843838 0.667694 0.347878
0.65094 0.162168 0.863717
0.147298 0.848989 0.345407
0.659848 0.138769 0.85399
0.643456 0.166223 0.853088
0.657607 0.156652 0.85703
0.640266 0.144098 0.852743
0.159937 0.850071 0.34887
0.847985 0.146481 0.847566
0.157181 0.852499 0.356224
0.644284 0.135802 0.840137
0.858684 0.657102 0.350735
0.851441 0.13807 0.861518
0.154465 0.847076 0.346551
0.851584 0.141358 0.847237
0.641565 0.142176 0.84502
0.851305 0.15239 0.848146
0.134358 0.85209 0.347925
0.644465 0.140075 0.850865
0.655752 0.150177 0.856962
0.853917 0.647218 0.350606
0.845642 0.152009 0.85288
0.652428 0.153559 0.860865
0.849234 0.641771 0.350203
0.657085 0.156409 0.837376
0.847715 0.145115 0.845294
0.851257 0.639315 0.363568
0.863021 0.142982 0.855039
0.14374 0.857645 0.349367
0.848946 0.654174 0.34491
0.85181 0.646968 0.345995
0.855983 0.655815 0.354797
0.145509 0.849346 0.346583
0.159137 0.853265 0.342742
0.85141 0.645354 0.34942
0.650193 0.155876 0.842437
0.846919 0.654691 0.353251
0.847121 0.145982 0.84864
0.853972 0.150782 0.852256
0.846543 0.146083 0.846913
