0.155154 0.647049 0.650182 0.152234
0.641137 0.149522 0.839377 0.850346
0.345748 0.146939 0.664647 0.659091
0.84789 0.140006 0.65091 0.349707
0.15402 0.650107 0.644733 0.158423
0.151621 0.649593 0.654783 0.152591
0.64675 0.157973 0.845963 0.845963
0.349963 0.849683 0.650518 0.159439
0.848732 0.155303 0.651373 0.347901
0.861713 0.145191 0.653118 0.345168
0.156847 0.851018 0.646676 0.65013
0.646856 0.156319 0.853763 0.85836
0.144192 0.851397 0.349027 0.150613
0.143319 0.645652 0.656084 0.155557
0.650571 0.154488 0.83704 0.846707
0.333508 0.850535 0.64636 0.14243
0.143292 0.847356 0.651575 0.652883
0.346952 0.860005 0.652602 0.142369
0.355426 0.865341 0.652694 0.164492
0.655711 0.651994 0.844368 0.649199
0.645572 0.656307 0.848583 0.646158
0.149746 0.837746 0.643507 0.655176
0.151893 0.659219 0.643803 0.145158
0.151555 0.845094 0.346211 0.151089
0.645352 0.648158 0.849164 0.646307
0.655066 0.145116 0.846752 0.85052
0.354786 0.84565 0.653393 0.142676
0.14451 0.650775 0.658498 0.151664
0.64805 0.153729 0.85091 0.850173
0.849246 0.144637 0.654241 0.359623
0.350945 0.85417 0.652917 0.156424
0.162554 0.645717 0.648236 0.142654
0.846171 0.151287 0.654083 0.343647
0.143665 0.850536 0.351555 0.147616
0.656654 0.158582 0.851741 0.845678
0.338828 0.157479 0.646581 0.65241
0.145367 0.847287 0.65523 0.657235
0.645627 0.659703 0.840544 0.657742
0.358895 0.848106 0.643625 0.140557
0.34784 0.84856 0.652168 0.152646
0.355167 0.147419 0.643045 0.648726
0.633101 0.151605 0.8473 0.848648
0.143665 0.663356 0.648912 0.152376
0.853108 0.14701 0.643585 0.337234
0.146929 0.868454 0.348298 0.162067
0.865401 0.150345 0.643458 0.359739
0.646648 0.151311 0.84482 0.848412
0.147083 0.657018 0.653562 0.156891
0.146004 0.84517 0.35275 0.145623
0.357298 0.160894 0.651819 0.661913
0.853162 0.149341 0.64956 0.353762
0.34906 0.850929 0.642789 0.146912
0.141002 0.846784 0.646873 0.655923
0.647246 0.150223 0.838858 0.851107
0.648887 0.642792 0.850135 0.643299
0.152043 0.6416 0.650232 0.15381
0.850156 0.15244 0.637816 0.350094
0.136988 0.652267 0.65954 0.153055
0.355483 0.839362 0.645453 0.151051
0.352443 0.151198 0.650577 0.650492
0.8512 0.146407 0.650398 0.354001
0.359538 0.854681 0.657629 0.15112
0.650244 0.15435 0.844328 0.848663
0.658152 0.146156 0.845336 0.853395
0.150052 0.84613 0.347014 0.141685
0.8503 0.14527 0.651671 0.345188
0.352829 0.154361 0.649476 0.647695
0.345084 0.854154 0.650377 0.14435
0.143476 0.861178 0.354543 0.150286
0.144374 0.847008 0.643196 0.645848
0.347039 0.853195 0.645327 0.153842
0.155719 0.846828 0.348721 0.150925
0.857157 0.14765 0.654721 0.34991
0.347683 0.846998 0.645776 0.158189
0.163559 0.84741 0.357872 0.154267
0.66154 0.158376 0.848118 0.848887
0.146616 0.648941 0.642936 0.152277
0.663529 0.148232 0.847291 0.841973
0.84926 0.152612 0.6511 0.350301
0.65519 0.643387 0.853655 0.645705
0.657015 0.14278 0.849987 0.843871
0.146289 0.653146 0.658785 0.15745
0.836841 0.154958 0.635003 0.341005
0.345 0.853279 0.651234 0.148224
0.147275 0.860384 0.353934 0.145021
0.349959 0.857511 0.65672 0.151059
0.640084 0.642357 0.852354 0.66183
0.65527 0.152759 0.846588 0.859399
0.345994 0.146135 0.651264 0.655254
0.650998 0.159435 0.847113 0.849042
0.648753 0.651391 0.852689 0.63983
0.151602 0.844732 0.349573 0.158096
0.144537 0.655512 0.659129 0.144511
0.653823 0.154162 0.84474 0.849209
0.143438 0.847283 0.34588 0.134642
0.160016 0.837801 0.651339 0.655479
0.145043 0.657686 0.643088 0.150425
0.165727 0.848326 0.656263 0.651208
0.155808 0.855821 0.338224 0.157585
0.149106 0.84435 0.347909 0.146811
0.152578 0.651491 0.659197 0.160766
0.342116 0.860183 0.645867 0.138764
0.857284 0.154318 0.649776 0.347568
0.64787 0.655851 0.845436 0.648702
0.150237 0.8493 0.358456 0.153195
0.847535 0.154012 0.649969 0.341282
0.147933 0.641221 0.654125 0.138102
0.645844 0.144805 0.866405 0.855237
0.154956 0.851858 0.640779 0.658897
0.350804 0.142672 0.658762 0.648379
0.34419 0.134795 0.651791 0.654176
0.353209 0.150697 0.653845 0.641628
0.655169 0.645064 0.855132 0.649057
0.160978 0.844818 0.349215 0.15323
0.841597 0.144123 0.658284 0.347973
0.850218 0.141211 0.655527 0.34986
0.153898 0.851695 0.633889 0.65355
0.148822 0.64778 0.640114 0.141909
0.344848 0.856624 0.65183 0.152753
0.859462 0.141251 0.64231 0.351892
0.650357 0.646981 0.860476 0.651689
0.153783 0.853735 0.358194 0.137997
0.347229 0.846342 0.65103 0.150899
0.149367 0.864694 0.664715 0.654776
0.351483 0.852741 0.656742 0.156219
0.645307 0.146937 0.857225 0.843855
0.136786 0.857004 0.652027 0.645912
0.650322 0.650615 0.854988 0.653333
0.163392 0.84844 0.355409 0.147599
0.349424 0.839814 0.653025 0.15009
0.651232 0.141984 0.852392 0.853604
0.155248 0.639203 0.645754 0.149867
0.135276 0.846024 0.645066 0.658
0.656763 0.154353 0.851317 0.855673
0.841819 0.141416 0.652948 0.358104
0.641657 0.647763 0.858829 0.659121
0.148234 0.855927 0.664546 0.643554
0.149464 0.854693 0.356548 0.157539
0.859798 0.139246 0.655527 0.340858
0.143481 0.851398 0.665347 0.642112
0.152995 0.856231 0.354993 0.145955
0.859675 0.156995 0.655043 0.341704
0.152272 0.848373 0.643842 0.642595
0.157835 0.651806 0.651698 0.151924
0.347599 0.142359 0.648622 0.651791
0.149493 0.848001 0.34509 0.149542
0.144537 0.649386 0.649778 0.14639
0.156737 0.652395 0.644074 0.147994
0.649911 0.147332 0.853203 0.849539
0.337922 0.147531 0.652962 0.659175
0.153202 0.850727 0.342298 0.143178
0.352857 0.856085 0.656608 0.144455
0.6539 0.652014 0.847607 0.657259
0.354054 0.151072 0.646531 0.641034
0.14772 0.845006 0.343258 0.142896
0.146689 0.846004 0.344672 0.146643
0.146177 0.850406 0.647497 0.653347
0.153166 0.84877 0.337741 0.143941
0.651627 0.652313 0.854041 0.650785
0.345062 0.148226 0.66155 0.653498
0.642909 0.653336 0.847902 0.652148
0.848488 0.15251 0.649707 0.355736
0.34529 0.149642 0.668559 0.64772
0.142752 0.846157 0.634903 0.641731
0.65536 0.150253 0.84272 0.856227
0.148529 0.648496 0.650964 0.147198
0.653707 0.644961 0.860491 0.65275
0.146314 0.650111 0.646199 0.147683
0.852437 0.145486 0.645793 0.349485
0.152497 0.846806 0.647041 0.654627
0.153259 0.846233 0.652792 0.638255
0.849977 0.150226 0.659028 0.351461
0.152497 0.851677 0.343767 0.145606
0.362427 0.148909 0.66254 0.644856
0.84648 0.144174 0.651619 0.354625
0.638592 0.648171 0.850483 0.651682
0.153666 0.848976 0.350139 0.156743
0.160578 0.849049 0.652697 0.653255
0.654324 0.650586 0.857354 0.641136
0.839061 0.13945 0.659039 0.351142
0.345893 0.13749 0.653373 0.642643
0.647361 0.153299 0.860347 0.837365
0.143818 0.84913 0.648015 0.642486
0.346529 0.148082 0.632725 0.64811
0.145468 0.651846 0.644261 0.143757
0.358146 0.160013 0.648077 0.653874
0.155662 0.853884 0.645152 0.647464
0.85292 0.139652 0.665664 0.339246
0.145222 0.841938 0.648318 0.6432
0.356033 0.147102 0.646701 0.652452
0.649935 0.156778 0.846058 0.852067
0.845897 0.135162 0.644368 0.345599
0.158127 0.854052 0.648846 0.651533
0.647705 0.63716 0.85823 0.649482
0.643538 0.651194 0.843235 0.648024
0.153919 0.852554 0.350286 0.162571
0.141977 0.858483 0.645357 0.659337
0.143896 0.648415 0.652532 0.138102
0.339049 0.850342 0.655705 0.145809
0.343482 0.847547 0.644507 0.161976
0.149598 0.653169 0.656956 0.139299
0.632794 0.146721 0.845843 0.860369
0.147658 0.651532 0.647535 0.151809
0.355772 0.852846 0.639073 0.160951
0.345617 0.151741 0.652103 0.658544
0.645856 0.655791 0.853399 0.651328
0.346286 0.852232 0.641924 0.158215
0.146154 0.650795 0.662103 0.148266
0.159756 0.846645 0.655152 0.661459
0.849335 0.151019 0.650589 0.349143
0.145142 0.850228 0.337731 0.140089
0.341313 0.839359 0.649305 0.138945
0.356121 0.847565 0.655079 0.150401
0.339299 0.151765 0.667797 0.657551
0.140471 0.852123 0.657161 0.649347
0.649954 0.645056 0.848721 0.650111
0.657551 0.657844 0.857089 0.657054
0.639337 0.644514 0.862788 0.644974
0.352846 0.156731 0.645821 0.63624
0.652764 0.141754 0.841916 0.8479
0.147787 0.849695 0.659262 0.648617
0.35469 0.141079 0.647467 0.64958
0.153661 0.847703 0.649142 0.648565
0.660693 0.153914 0.850684 0.864861
0.65493 0.154271 0.853068 0.846831
0.347581 0.141246 0.650821 0.648878
0.131692 0.847033 0.360681 0.165933
0.65256 0.149989 0.851548 0.84896
0.155579 0.853193 0.650624 0.640136
0.339954 0.853419 0.650495 0.146026
0.154367 0.848173 0.660192 0.657116
0.148246 0.651832 0.657423 0.155468
0.337005 0.134705 0.657388 0.639546
0.150046 0.868409 0.344566 0.150616
0.347127 0.148307 0.651799 0.649685
0.148473 0.645471 0.652604 0.144615
0.64456 0.159191 0.851852 0.842566
0.351898 0.85318 0.648736 0.150289
0.152805 0.648378 0.647976 0.153777
0.143421 0.661231 0.648822 0.142405
0.852532 0.150106 0.645751 0.35061
0.646325 0.142232 0.84995 0.852281
